danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.73,0.535,-4.619,0.0565,0.319,0.0,0.0691,0.52,106.028,773kKMbHhQGq7LIw3P5Xmy,240600,2
0.638,0.845,-3.336,0.142,0.0602,0.0,0.343,0.769,130.413,74PmqgIU0EU60QEgrjJIIk,61920,2
0.506,0.876,-3.354,0.0933,0.000414,0.0,0.0571,0.675,159.968,4q2NVW8MvR3e0JFD06eMfS,198440,5
0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114,3DamFFqW32WihKkTVlwTYQ,228347,5
0.802,0.682,-6.734,0.253,0.0723,0.0,0.168,0.373,143.955,7LqhdpcXoke9VgHsDj3AoP,156120,4
0.65,0.584,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,760jhRscwGbIIe1m1IIQpU,202227,4
0.718,0.709,-5.568,0.039,0.258,0.0,0.101,0.54,119.974,3XoYqtiWHhsk59frZupImG,179427,2
0.776,0.844,-5.296,0.0483,0.00177,0.0273,0.0844,0.542,149.987,15eWNa3kpCPKILbSvvzSWl,214723,2
0.76,0.479,-5.574,0.0466,0.556,0.0,0.0703,0.913,89.911,3KkXRkHbMCARz0aVfEt68P,158040,2
0.443,0.623,-6.717,0.0718,0.0468,0.0,0.247,0.156,79.365,3vWzyGTu6Ovo1GdrcJqH6e,233000,5
0.701,0.755,-5.82,0.0417,0.00363,0.000795,0.121,0.116,95.036,5zsHmE2gO3RefVsPyw2e3T,222307,5
0.693,0.808,-6.231,0.093,0.0506,1.18e-06,0.578,0.547,127.945,2bNxCVI4Fub8BAwr0CQDyd,162067,0
0.727,0.932,-4.931,0.16,0.098,0.0,0.211,0.662,114.032,53xAT6jud1w0NqlBjSW4VB,190720,2
0.76,0.607,-6.274,0.0964,0.00277,0.0,0.132,0.709,105.979,463PQggkmk5tTw8ug0ahOX,188187,2
0.695,0.568,-8.636,0.17,0.0684,6.92e-06,0.307,0.342,99.997,5h0DGzgQpKTyXL0bH5cvXZ,173500,5
0.55,0.939,-4.0,0.053,0.0771,0.0,0.218,0.301,145.049,233SOYojOoI6fapaQpPsYu,139455,5
0.514,0.873,-4.939,0.0528,0.0124,0.0,0.112,0.459,124.018,7k5EcszNwUturoU20TTy1G,247347,5
0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,0pqnGHJpmpxLKifKRmU6WP,204347,2
0.44,0.676,-7.57,0.0582,0.152,0.0201,0.108,0.429,125.013,2VeLdiYiILcCOEV0izfzEW,206438,5
0.81,0.693,-4.962,0.168,0.0721,0.0,0.116,0.768,122.016,0RqMEwCFvSmzt3UGBzFacK,203115,2
0.552,0.662,-6.225,0.0548,9.18e-05,0.0,0.143,0.572,79.973,16nCYYc1lCxCyvaR1lgo0i,148732,5
0.827,0.592,-7.742,0.196,0.129,0.00196,0.132,0.447,116.98,2PKhtb0xCcYnFz1h8ii1wF,177522,4
0.814,0.851,-6.202,0.0797,0.0206,7.15e-05,0.0313,0.842,130.016,3nUcCMjX6up5Ik95sTpNU0,210631,2
0.592,0.804,-5.11,0.0545,0.21,0.0,0.318,0.554,74.98,5icIdyBlKaRbhzPJU68xMu,207493,2
0.695,0.884,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014,39LLxExYz6ewLAcYrzQQyP,203808,2
0.558,0.889,-3.945,0.102,0.191,0.000387,0.328,0.716,170.102,2HvtedoEeymVWrBPyAMNwZ,213547,2
0.891,0.489,-7.22,0.0899,0.503,0.0,0.0883,0.791,111.055,44ESvGuO5spXkHDUNQcHyu,170621,2
0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,0mBP9X2gPCuapvpZ7TGDk3,154487,2
0.59,0.828,-3.351,0.0462,0.0131,0.0,0.1,0.771,120.028,46UPxQScuRtw2jvE23vuYJ,165133,2
0.548,0.721,-4.466,0.0472,0.0119,0.0,0.216,0.594,177.918,7k6tAZp4m93oswrPqSfBbc,164683,5
0.651,0.794,-4.229,0.0795,0.128,0.0,0.0755,0.265,100.005,4o4MwnE4OK3JNG4lCYFnwm,187004,5
0.653,0.723,-14.518,0.0806,0.0149,0.619,0.0485,0.78,159.017,5aqLROQOpWX2H8Q3b0IB6b,245173,3
0.493,0.998,-5.158,0.168,0.232,0.836,0.273,0.741,164.941,6pleTHMJTtkM023z2SZz8H,349873,3
0.692,0.913,-5.571,0.248,0.00218,0.432,0.153,0.433,158.969,2frRwm6fcru9Ba7MeHbaV4,228491,4
0.62,0.814,-8.324,0.174,0.0197,0.721,0.162,0.281,164.817,5MxfsO8miceiyxzZWhvnt7,390145,3
0.627,0.96,-7.026,0.0991,0.00281,0.615,0.114,0.448,163.832,359aCf1X4Htiq2e6LWKs5a,347187,3
0.478,0.949,-5.606,0.365,0.0102,0.0105,0.257,0.436,167.905,1sap7FwEuCQqFv3bOpnh6A,368403,4
0.715,0.825,-10.089,0.127,0.00466,0.123,0.16,0.959,174.782,7aMmnUhaQdRmBoV2pC17GK,299467,2
0.624,0.752,-6.623,0.0666,0.00233,0.897,0.174,0.379,164.75,05LBKoyVoXTQRtSO0t5CZs,370800,3
0.655,0.794,-10.479,0.154,0.00858,0.00168,0.337,0.574,165.792,4m3WUb2XPPaVgLBUc5SsNJ,271107,2
0.651,0.77,-10.258,0.058,0.0454,0.869,0.439,0.52,159.822,6fzwardfFs6sVfNA5R1ypt,280973,3
0.597,0.705,-9.593,0.0398,0.16,0.682,0.203,0.0946,159.904,0Y3VMlkIVyqG7Xkvdskdcz,319667,3
0.563,0.882,-4.782,0.1,0.00299,0.542,0.389,0.257,156.093,3pXn28rNe3bsO6WnbLZ6mH,522307,3
0.353,0.792,-10.686,0.0534,0.00153,0.884,0.195,0.566,159.94,1UuotwszQkTo1d7EmY1gzT,387375,3
0.617,0.613,-12.227,0.0797,0.000717,0.702,0.0914,0.0625,157.343,3uDezFJUVSJ5teIlJFe86w,341516,3
0.635,0.656,-12.138,0.0575,0.0121,0.537,0.105,0.364,162.059,0Gin4gs8zvmBPj8q4PboVd,381912,3
0.683,0.884,-10.671,0.206,0.00484,0.882,0.549,0.72,163.393,6dlpBDmRYdB5rSewUJ7dhy,350691,3
0.807,0.903,-11.09,0.113,0.211,3.13e-06,0.0565,0.94,165.034,2Q9F3D53QeclwbsY24cuxO,269867,2
0.716,0.884,-10.622,0.116,0.00267,0.561,0.088,0.758,159.417,5xqoIzTFlxXRGx86nIVn3b,327963,3
0.61,0.835,-13.193,0.37,0.00505,0.196,0.146,0.337,159.293,5ODX11lRRWJ9xj9XAxbzos,338271,4
0.607,0.766,-9.66,0.115,0.0131,0.743,0.114,0.526,159.864,6UDQgCyzXVkR7EnlfFwhhb,388336,3
0.649,0.855,-4.626,0.0742,0.0273,0.138,0.0572,0.55,163.797,6OvHF8YbjobYUVtwClNd9x,303765,5
0.706,0.783,-7.083,0.0807,0.000231,0.6,0.0959,0.587,165.005,24BPkzUA2v7yCrV4TJ60Ue,375827,3
0.572,0.839,-10.366,0.331,0.0046,0.0361,0.655,0.576,164.815,1SHNtEYq8rz1MnCpAQVHnP,276263,0
0.63,0.845,-9.26,0.0834,0.031,0.934,0.0673,0.307,159.813,4PVzD2FbJuMi5TgKNEVURw,353093,3
0.746,0.95,-7.175,0.0417,0.0108,0.0485,0.16,0.807,140.794,2vI21E5mGWmgWQ9dsAujHj,305083,2
0.602,0.927,-9.352,0.122,0.0119,0.879,0.0361,0.922,159.79,6luRNxHPe1eeLWbcXs3K6S,354440,3
0.581,0.755,-11.671,0.069,0.000439,0.864,0.294,0.241,157.605,0nM8zUjSf5lRbTLfTOmxYx,317183,3
0.658,0.964,-4.437,0.278,0.00244,0.196,0.316,0.701,120.87,3IQNyWPEfNQV7YDmvABjgr,319371,4
0.637,0.869,-6.681,0.0689,0.0113,0.243,0.275,0.337,159.835,4bB5CzcE0CBIZreH2YsuoH,374255,5
0.585,0.948,-6.642,0.112,0.00999,0.65,0.619,0.445,162.547,40H7GrHzdUxmc75nvZzctq,288360,3
0.612,0.646,-16.859,0.0704,0.0123,0.875,0.171,0.559,169.83,1ePaN8bYEGckDsyo3YrBNF,368942,3
0.354,0.836,-13.698,0.103,0.015,0.184,0.139,0.341,165.985,7Hr7Hwk53akDK2OScSNzMa,246333,5
0.58,0.656,-13.08,0.0593,0.041,0.667,0.105,0.127,169.848,3pQfCZLpgxFiEqleBNSIk0,345687,3
0.587,0.997,-3.725,0.0868,0.0402,0.937,0.0575,0.772,157.089,6oIszilcTZK9FI82NtFxtm,342420,3
0.54,0.995,-2.568,0.172,0.01,0.272,0.0914,0.695,165.74,6zIKjUU8dPO9cyawIEqIsA,328277,5
0.521,0.931,-6.895,0.0464,0.00441,0.903,0.105,0.252,149.844,1bX9AyVAnSg9EDMqSgM2T4,404280,3
0.659,0.832,-10.006,0.0842,0.00932,0.836,0.252,0.819,152.616,5cbAVYYX9huNcTJjs79krX,330960,3
0.714,0.98,-2.127,0.0595,0.00692,0.818,0.0414,0.883,158.463,2TbVvu7CINraLQd3LAbP8y,327163,3
0.753,0.506,-13.404,0.303,0.0557,0.529,0.138,0.415,154.947,0BIAlQguOM4MSEDUjqOqkc,247640,3
0.758,0.933,-10.907,0.171,0.00299,0.853,0.0811,0.366,151.819,4qLKqlJYebipBd0wt9Diae,253173,3
0.546,0.981,-7.556,0.0645,2.15e-05,0.861,0.15,0.617,164.784,6OK6ZhiB9aKmlcTzpzTkzx,352414,3
0.569,0.906,-9.587,0.105,0.0377,0.812,0.0754,0.397,161.783,7A0uYUOudRpMno0ZnJjWDb,360353,3
0.717,0.711,-7.357,0.0746,0.00393,0.804,0.078,0.472,149.993,11V5aaUAnFO09G4iV5ji4e,286720,3
0.615,0.846,-7.544,0.0516,0.000281,0.938,0.479,0.283,149.782,3jTU7zmXr27CNUpFYcxKp7,304771,3
0.464,0.937,-13.324,0.0657,0.0359,0.845,0.253,0.953,149.974,4bNSfwZXF0cUuWen4kGOFy,270317,3
0.606,0.914,-4.448,0.219,0.0149,0.203,0.246,0.368,149.948,68lgkhVo4iNFOm0LziulxN,364764,5
0.719,0.66,-6.623,0.0627,0.00819,0.364,0.058,0.439,159.839,1ekt2TLHC4b9VT5MuSXmRp,399773,3
0.621,0.947,-8.793,0.088,0.000655,0.905,0.0812,0.88,159.758,1gZSUiACK1pJFcRNKDII0U,342261,3
0.482,0.947,-5.994,0.314,0.0191,0.0655,0.0602,0.506,166.425,12Qa0OJSWMzKwHQJYd0NAj,331292,4
0.387,0.359,-21.071,0.0614,0.00376,0.792,0.0799,0.0395,169.768,4zNr4Ra3javqtoMZTMuiEN,309602,3
0.697,0.953,-10.753,0.0986,0.000463,0.585,0.113,0.551,159.847,0uRESFcYxJvYhnAw3AZ9gN,370600,3
0.625,0.89,-7.501,0.173,0.00419,0.0441,0.294,0.432,161.693,4uzOxS4N0RXPnuoO0amteG,315385,5
0.735,0.75,-12.544,0.13,0.166,0.877,0.371,0.31,154.536,4HlohkuJxnwsYW3Y9nSx56,355118,3
0.413,0.999,-7.951,0.0792,0.0757,0.859,0.337,0.357,169.831,710iGwlb1HiUFpXv2Ixfs4,268413,3
0.602,0.835,-7.38,0.062,0.036,0.505,0.325,0.325,166.657,3fAgZZgT4muFdeuKCGQr4L,246000,3
0.692,0.558,-14.342,0.0705,0.000358,0.371,0.151,0.629,157.021,0z2fNDMAd72o14r9RKuQGk,283335,3
0.674,0.642,-13.032,0.0495,0.000138,0.85,0.0358,0.78,154.822,2OUAe87pWW95hoMGmyDiZS,337000,3
0.697,0.917,-6.074,0.103,0.0512,0.000226,0.0527,0.81,159.849,3iRIWtAwpm8yXXIGnWRoFN,243307,2
0.667,0.764,-11.889,0.0986,0.000183,0.885,0.595,0.571,154.552,08Abs6qMLk3a6T8Vl0gG9Y,292376,3
0.38,0.935,-11.558,0.112,0.000595,0.647,0.696,0.613,159.23,5gfDa480ZJfdSlfaOOrEow,302306,3
0.544,0.879,-9.894,0.0916,0.000113,0.639,0.0718,0.465,159.803,6VQSy5KXz6nOR2yywRlH4n,319147,3
0.664,0.828,-10.363,0.0462,8.83e-05,0.907,0.233,0.854,154.884,0MbGVGI1H6H6OP2FLNzHll,386000,3
0.662,0.711,-13.659,0.245,0.0123,0.0147,0.107,0.537,164.856,0vHc5414CTb8Clx9NKZJXc,276227,4
0.557,0.834,-13.538,0.174,0.00463,0.000376,0.298,0.873,165.005,4o6z33jVh3tLhufMAuODXT,283933,2
0.649,0.909,-7.673,0.153,0.0351,0.746,0.148,0.506,159.829,5DajE09zLDRzVlunWNODpG,377898,3
0.66,0.931,-11.033,0.166,0.0871,0.109,0.165,0.804,159.848,7iGjbUYFIp1VNTwqKf3iQg,240560,2
0.585,0.82,-6.94,0.126,0.0676,0.000108,0.62,0.754,111.676,0rFGpzZJM4gveQPlusXtGX,320173,0
0.507,0.946,-5.55,0.119,0.0273,0.688,0.653,0.53,159.439,1k7pPDkpuRLg0Tv5XbnRt1,350114,3
0.63,0.925,-11.601,0.0541,0.00238,0.92,0.328,0.872,153.845,6Y9XPY9REWZVamYddqRnZl,336811,3
0.565,0.843,-4.618,0.053,0.0482,0.926,0.108,0.773,164.822,57wqRWhp8QcvOwB5DYmofU,323657,3
0.713,0.932,-6.529,0.102,0.298,0.396,0.0973,0.543,161.085,5yWRep7iSrHVv3pSbHCi5V,390576,3
0.595,0.902,-7.82,0.0702,0.00015,0.939,0.34,0.402,160.238,5HUlait8F98NnmUy8PoKA2,372053,3
0.68,0.793,-4.375,0.134,0.00136,0.0221,0.34,0.496,159.8,4WzSxkv9PXlMNaE73UQfDI,384227,5
0.516,0.94,-6.933,0.104,0.00193,0.733,0.302,0.245,162.637,7tpzOkfjKlrs9XxPYrfjHx,404505,3
0.741,0.883,-8.142,0.0836,0.000618,0.828,0.112,0.576,144.885,7otaDsi4MfMgnd0OsAnVut,360155,3
0.565,0.901,-13.787,0.0938,0.0444,0.603,0.115,0.748,159.184,0Ut1ont4I34KisTIWgMI0K,297360,3
0.585,0.975,-3.462,0.285,0.0105,0.489,0.612,0.456,162.196,25irCOWMOYRZpy5asld9dG,361996,0
0.592,0.86,-7.142,0.106,0.0291,0.786,0.103,0.213,164.707,7vKfq3QnwzGcgTDEJWVsIU,320000,3
0.601,0.736,-11.897,0.0753,0.00358,0.776,0.147,0.556,163.477,7okc8QfaoH1W3AjGzvisfe,422953,3
0.617,0.931,-8.162,0.208,0.00858,0.8,0.377,0.409,160.789,3NMNTenmSUcCV9WwdcRG36,384000,3
0.625,0.906,-7.062,0.112,0.013,0.423,0.167,0.604,154.8,0BMV8fiVkZxwb5oznyR89R,290714,5
0.627,0.961,-11.101,0.0688,0.0011,0.774,0.0195,0.802,159.869,5a4Y4TnykqvnKOnKv78Of1,412059,3
0.557,0.805,-10.573,0.101,0.000213,0.897,0.892,0.411,159.28,7DMEdz1YdQQtKIgysDxZeM,423570,3
0.627,0.454,-13.137,0.0706,0.0375,0.825,0.0418,0.201,159.889,6oI6D3IFVEtUeBYbbnyzWm,342253,3
0.655,0.885,-8.952,0.151,0.0112,0.645,0.0548,0.696,160.278,50exjMRk4g4e6khZCvIMaY,327187,3
0.539,0.941,-7.482,0.0932,0.041,0.942,0.708,0.282,170.044,7kmaV7tXThHTDdh2ENpVS0,386907,3
0.691,0.955,-6.174,0.0818,4.33e-05,0.787,0.1,0.499,164.844,0e7oJ8jq3JUKSMAHPfvV5l,300105,3
0.668,0.883,-5.197,0.382,0.222,0.0,0.246,0.743,82.725,0h3VUQKHSE8SC8dGYxIsoZ,154655,4
0.556,0.776,-16.366,0.207,0.0613,0.0425,0.294,0.33,116.984,0EFPTtgg05rr9MtL2rYhnU,242672,5
0.548,0.495,-22.298,0.075,0.00101,0.472,0.26,0.33,162.708,1S90MAVnW4rBQp0ToX4qA5,394395,3
0.531,0.898,-10.824,0.126,0.0018,0.165,0.27,0.59,164.947,2YcHTd9zrEHLKpZwOW1bst,250240,5
0.608,0.944,-7.701,0.0714,0.00181,0.363,0.324,0.239,159.873,2ajk7ZtXl4YCHWi7ycFWbM,353002,5
0.57,0.934,-4.904,0.159,0.418,0.852,0.0581,0.348,115.77,0CD63QsyrrcNQ9Ux8GUgP4,290711,3
0.602,0.846,-6.841,0.0625,7.67e-05,0.927,0.194,0.797,168.421,3PKC2or5A3FFoGbHhVIml4,390800,3
0.537,0.773,-11.853,0.0975,5.34e-05,0.14,0.421,0.423,159.389,5PLvIAO9CKS7nMdMttXTzu,256925,5
0.768,0.926,-12.244,0.0896,0.00062,0.899,0.0467,0.961,159.97,2PWQyaoaNYOQAWBbFHFSYp,263573,3
0.631,0.893,-5.157,0.0874,0.00125,0.917,0.156,0.343,159.827,6UGAuLqCF3dcsRiOfjI8Yh,389616,3
0.709,0.872,-6.216,0.076,0.0181,0.872,0.0422,0.693,155.835,2JG6qoFBrE7qapEB7Fse1a,286616,3
0.676,1.0,-7.812,0.095,0.000947,0.94,0.188,0.222,169.857,60ceCQJt3jWZy70b8IP8OU,406733,3
0.599,0.954,-11.872,0.0946,0.00965,0.581,0.121,0.318,160.028,05KgAsHP0YmiJ0KWP6Axf0,245773,3
0.612,0.731,-11.713,0.0538,0.000193,0.739,0.0885,0.426,164.459,29tRFg118v1V1xVTh7qFsl,333005,3
0.683,0.747,-12.033,0.0834,0.00135,0.799,0.108,0.399,163.831,4HyCXvWwjDEpzEhIsr3bK8,319774,3
0.657,0.741,-12.463,0.13,0.00255,0.343,0.695,0.405,164.847,6nDh2GiS5ZwOGCnWwCw9or,352656,0
0.543,0.884,-14.7,0.0724,0.00382,0.768,0.136,0.967,164.834,09JeLV1KVDsPeERLkclhqO,352917,3
0.422,0.837,-8.617,0.0558,5.55e-05,0.283,0.435,0.424,173.575,4FtdCPF9JQpc3mqVvcoX0R,242187,5
0.545,0.674,-12.467,0.106,0.000618,0.754,0.273,0.198,155.084,5BfGY4dPb5b4jZMZdTp72Y,334902,3
0.707,0.535,-19.793,0.0436,0.113,0.00615,0.0884,0.641,103.644,4UDmDIqJIbrW0hMBQMFOsM,92867,1
0.758,0.612,-11.403,0.0598,0.281,0.00288,0.0954,0.822,106.945,0B9x2BRHqj3Qer7biM3pU3,169840,2
0.802,0.756,-10.791,0.0349,0.0843,0.00765,0.0521,0.963,131.715,6ztstiyZL6FXzh4aG46ZPD,288293,2
0.774,0.641,-10.193,0.0799,0.0765,0.0,0.0867,0.875,113.256,3qI94hINNNeb4S7xQi18lS,214200,2
0.779,0.542,-15.137,0.0515,0.0358,0.000659,0.33,0.647,116.284,6fw12s3vAJQAt7lbICodwC,198373,2
0.599,0.761,-6.887,0.0421,0.713,4.74e-06,0.349,0.712,77.015,6xdLJrVj4vIXwhuG8TMopk,163373,2
0.729,0.844,-8.824,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,7HW5WIw7ZgZORCzUxv5gW5,275440,2
0.761,0.614,-11.445,0.0354,0.0439,0.0596,0.0531,0.894,129.637,3GXo1eWlT2flv4x01l5OTu,215627,2
0.784,0.893,-5.153,0.0923,0.3,1.57e-05,0.272,0.819,118.738,5IKLwqBQG6KU6MP2zP80Nu,216733,2
0.694,0.831,-7.288,0.0301,0.165,0.000892,0.25,0.98,125.901,3wpLkju0bJy89kjgdRys0j,215080,2
0.557,0.791,-7.201,0.0389,0.0254,0.000269,0.0603,0.89,122.337,3c4OULLWwgRqBfA2dJtRuY,210293,2
0.518,0.907,-3.732,0.0343,0.00221,1.15e-05,0.0838,0.961,140.982,4GhtDORJiSRYxj6M1bv0vX,179013,2
0.611,0.578,-14.171,0.0676,0.0598,0.0219,0.0983,0.884,100.625,4N0TP4Rmj6QQezWV88ARNJ,266133,2
0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,5BckPAYcKEJuYs1eV1BHHe,243933,2
0.722,0.541,-14.951,0.0282,0.0241,0.000785,0.0941,0.917,109.152,33ALuUDfftTs2NEszyvJRm,211640,2
0.631,0.713,-7.124,0.0311,0.00204,0.000344,0.414,0.891,130.949,3ZYO0HGRFFdAGeb8o7F9KC,212907,2
0.737,0.495,-13.489,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,1hQFF33xi8ruavZNyovtUN,197147,2
0.784,0.713,-6.865,0.0339,0.447,0.14,0.0904,0.97,115.443,2M2WJ7gBlcKNxdhyfPp9zY,220560,2
0.68,0.877,-10.241,0.0353,0.191,0.000656,0.349,0.922,108.674,3PR79C1jVvLLLmgdyHkXl3,185107,2
0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,5LxvwujISqiB8vpRYv887S,176333,2
0.823,0.743,-13.98,0.0316,0.00559,0.0306,0.0707,0.966,120.471,2zMJN9JvDlvGP4jB03l1Bz,314760,2
0.91,0.641,-11.316,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,7Kszjzps0xbQXyo1pO4KfE,331360,2
0.747,0.663,-9.415,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,2AVkArcfALVk2X8sfPRzya,216907,1
0.814,0.672,-12.068,0.0619,0.0435,0.0,0.061,0.933,109.394,5uuJruktM9fMdN9Va0DUMl,300000,2
0.723,0.969,-4.516,0.142,0.0643,0.0,0.115,0.728,126.653,54OR1VDpfkBuOY5zZjhZAY,286800,2
0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,208400,5
0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,0GjEhVFGZW8afUYGChu3Rr,230400,0
0.768,0.852,-6.215,0.038,0.214,7.36e-05,0.0723,0.867,128.373,07q0QVgO56EorrSGHC48y3,271240,2
0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,7e89621JPkKaeDSTQ3avtg,283800,2
0.473,0.898,-4.797,0.0561,0.00783,0.0618,0.173,0.808,96.556,4aVuWgvD0X63hcOCnZtNFA,235547,2
0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4yugZvBYaoREkJKtbG08Qr,211578,2
0.749,0.491,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,3vkQ5DAB1qQMYO4Mr9zJN6,292613,5
0.754,0.759,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366,7LRMbd3LEoV5wZJvXT1Lwb,214667,4
0.583,0.947,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,07GvNcU1WdyZJq3XxP0kZa,223613,2
0.82,0.575,-9.144,0.0408,0.0936,0.000135,0.109,0.964,123.765,3Vby4nGmtbDo7HDJamOWkT,208947,2
0.675,0.597,-11.329,0.0337,0.0534,0.0,0.0986,0.828,108.875,2eF8pWbiivYsYRpbntYsnc,161160,2
0.749,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,2TxCwUlqaOH3TIyJqGgR91,213267,2
0.568,0.824,-4.613,0.0299,0.403,0.0,0.0855,0.753,108.625,5Ts1DYOuouQLgzTaisxWYh,174760,2
0.878,0.821,-9.875,0.089,0.126,0.0461,0.183,0.947,118.881,46eu3SBuFCXWsPT39Yg3tJ,365467,2
0.445,0.706,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823,43DeSV93pJPT4lCZaWZ6b1,266720,1
0.671,0.71,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,4bEb3KE4mSKlTFjtWJQBqO,193347,2
0.66,0.748,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,7zMUCLm1TN9o9JlLISztxO,170293,2
0.462,0.395,-9.376,0.0264,0.758,0.0,0.121,0.625,82.259,1YYhDizHx7PnDhAhko6cDS,190160,1
0.763,0.777,-6.932,0.0364,0.281,0.79,0.134,0.929,124.431,3WMbD1OyfKuwWDWMNbPQ4g,208600,3
0.719,0.922,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,7rWgGyRK7RAqAAXy4bLft9,260893,2
0.755,0.876,-8.867,0.0362,0.357,5.17e-06,0.22,0.954,102.762,6QhXQOpyYvbpdbyjgAqKdY,174827,2
0.575,0.912,-7.275,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4nXkbcTj3nyww1cHkw5RAP,207267,2
0.657,0.435,-15.707,0.0552,0.739,0.0,0.167,0.771,135.975,0q21FNwES2bbtcduB6kjEU,181133,1
0.704,0.868,-5.808,0.0315,0.0834,0.0,0.206,0.808,131.468,3XIEWK1V9n25PS9Vb6axj5,188133,2
0.621,0.8,-7.284,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,6WCeFNVAXUtNczb7lqLiZU,235440,2
0.787,0.472,-12.824,0.0832,0.221,0.000336,0.153,0.824,120.059,1gcESexgftSuLuML57Y69q,330643,2
0.715,0.689,-8.065,0.029,0.0143,0.000192,0.111,0.852,111.504,4z7maGZkAonDlXlwo8q69f,331333,2
0.791,0.733,-5.465,0.0633,0.523,0.0016,0.167,0.962,105.853,714hERk9U1W8FMYkoC83CO,244920,2
0.588,0.568,-9.766,0.0672,0.16,0.0,0.0792,0.952,106.938,4pNiE4LCVV74vfIBaUHm1b,232760,2
0.48,0.626,-8.406,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,3QcuZo6WLcFkqqLmDs0d95,199907,1
0.538,0.969,-5.626,0.0906,0.417,0.00154,0.119,0.928,138.652,0MHXrqn909p0LRTPsNsGEi,165790,2
0.743,0.572,-9.627,0.0493,0.186,1.44e-05,0.163,0.675,122.658,28285KFbyCq8sJofn58qlD,178400,2
0.679,0.553,-14.687,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,064SVQsmWl5EF0zahmzkQk,198760,2
0.572,0.786,-8.469,0.0642,0.519,0.00093,0.11,0.952,188.115,6D8kc7RO0rqBLSo2YPflJ5,174867,2
0.647,0.868,-6.427,0.106,0.088,0.124,0.129,0.804,121.82,3pf96IFggfQuT6Gafqx2rt,242240,2
0.855,0.691,-6.51,0.0514,0.144,0.0,0.36,0.647,121.472,1cU34sZG9kF4FYHCoAD0Ib,202733,2
0.653,0.652,-9.304,0.0427,0.13,1.58e-05,0.202,0.846,115.388,3MFa9idQuY4iJLWsZl3tIQ,248360,2
0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364,5Z8EDau8uNcP1E8JvmfkZe,210107,0
0.729,0.78,-7.604,0.0631,0.114,0.106,0.0759,0.795,111.833,3mWpUEBYnv9SIFWfixSJFx,274000,2
0.758,0.683,-11.521,0.0314,0.135,0.000227,0.345,0.924,129.251,2Pzhx26KqgTTKnko0uC7F7,239611,2
0.812,0.644,-10.761,0.0493,0.0877,0.785,0.0563,0.989,140.075,7Bz8yww6UMbTgTVLG6zbI4,190827,3
0.513,0.979,-6.362,0.0425,0.0195,0.0951,0.0906,0.94,152.875,12yHvSYFXI7PGzNecUvIDu,295466,2
0.843,0.48,-11.574,0.0492,0.28,0.000782,0.108,0.762,101.993,2BydLQAh7CUIFvSEqAMc4x,180493,2
0.598,0.673,-10.431,0.0693,0.0422,6.9e-05,0.289,0.59,102.034,40NRm1ZLvZpUSCUXAGGZ8J,197693,2
0.729,0.851,-7.033,0.0362,0.13,0.000912,0.443,0.741,115.118,78His8pbKjbDQF7aX5asgv,261267,2
0.526,0.509,-10.893,0.0628,0.6,0.0,0.144,0.497,138.318,2QgWuCtBpNIpl5trmKCxRf,515867,1
0.633,0.934,-3.594,0.0344,0.219,0.00021,0.0592,0.963,128.606,61UuPxxYUvacEH6SHIK3sU,228667,2
0.372,0.642,-11.955,0.0594,0.0947,0.0,0.117,0.705,198.731,1l1YTy9nJ0trwhsCGcimly,190058,5
0.504,0.673,-11.834,0.0336,0.214,2.29e-06,0.171,0.581,120.418,5uRkew0DtfAQmv0oEYNwFF,180280,5
